origin_h3,destination_h3,origin_lng,origin_lat,destination_lng,destination_lat,hour_of_day,is_rush_hour,day_of_week,is_weekend,is_holiday,haversine_distance_meters,baseline_distance_meters,traffic_level,is_raining,rain_level,weather_condition,baseline_eta_secs,actual_eta_secs,residual_secs
89415cb684bffff,89415cb4193ffff,105.8558,20.9732,105.868,20.9946,19,true,Tue,false,false,2695.7,2992.7,high,false,none,cloudy,643,1479,836
89415cb5db3ffff,89415cb4ba3ffff,105.851,21.0359,105.8005,21.0288,21,false,Fri,false,false,5300.4,5962.9,low,true,very_heavy,storm,476,1008,532
89415cb4bc3ffff,89415cb684bffff,105.814,21.0335,105.8558,20.9732,18,true,Fri,false,false,7986.6,13693.7,severe,false,none,cloudy,4881,5884,1003
89415cb4b0fffff,89415cb4987ffff,105.8037,21.0372,105.7991,21.0055,20,false,Tue,false,false,3557.1,4899.6,medium,false,none,clear,531,561,30
89415ca7123ffff,89415cb4b0fffff,105.8012,21.1188,105.8037,21.0372,8,true,Sat,true,false,9077.2,13629.2,high,false,none,fog,2679,3462,783
89415cb687bffff,89415cb4bc3ffff,105.8467,20.9719,105.814,21.0335,8,true,Wed,false,false,7644.6,9372.2,severe,false,none,cloudy,2801,3601,800
89415cb4a47ffff,89415cb687bffff,105.833,21.046,105.8467,20.9719,21,false,Thu,false,true,8361.4,12818.4,high,false,none,clear,2228,3316,1088
8941436945bffff,89415cb4b97ffff,105.783,21.0167,105.8067,21.0238,6,false,Thu,false,false,2583.5,2901.6,high,false,none,cloudy,421,721,300
89415cb4987ffff,89415cb4cd7ffff,105.7991,21.0055,105.846,20.998,19,true,Tue,false,false,4939.5,6757.8,medium,true,light,rain,769,1406,637
8941436945bffff,89415cb4ba3ffff,105.783,21.0167,105.8005,21.0288,17,true,Tue,false,false,2260.4,2786.2,severe,false,none,clear,854,1497,643
89415cb4d47ffff,89415cb4b0fffff,105.8175,21.0023,105.8037,21.0372,9,false,Tue,false,false,4136.6,5539.8,high,true,light,rain,1373,1713,340
89415cb684bffff,89415cb5dc7ffff,105.8558,20.9732,105.8598,21.0422,2,false,Wed,false,false,7683.7,9093.9,low,false,none,clear,652,536,-116
89415ca640bffff,89415cb4ba3ffff,105.8127,21.0592,105.8005,21.0288,17,true,Wed,false,false,3609.7,4396.6,severe,false,none,clear,2043,3318,1275
89415cb4b0fffff,89414368657ffff,105.8037,21.0372,105.747,20.9881,8,true,Thu,false,false,8027.9,11893.1,high,false,none,clear,1750,2641,891
89415cb4987ffff,89415cb4cd7ffff,105.7991,21.0055,105.846,20.998,12,false,Sun,true,false,4939.5,6355.7,low,false,none,clear,558,311,-247
89415cb4cd7ffff,89415cb46afffff,105.846,20.998,105.9035,21.0109,7,true,Tue,false,false,6138.8,9425.1,medium,false,none,fog,946,1094,148
89415cb5db3ffff,89415cb5dc7ffff,105.851,21.0359,105.8598,21.0422,13,false,Thu,false,false,1151,1362,medium,true,heavy,rain,138,667,529
89415cb684bffff,894143682c3ffff,105.8558,20.9732,105.7356,20.999,17,true,Wed,false,false,12804.6,20388.4,severe,false,none,cloudy,7153,8761,1608
894143682c3ffff,89415cb4193ffff,105.7356,20.999,105.868,20.9946,16,false,Fri,false,false,13753.4,16202.2,low,true,light,rain,1196,1188,-8
89415cb5db3ffff,89415ca7123ffff,105.851,21.0359,105.8012,21.1188,7,true,Thu,false,false,10567.4,14339.6,severe,false,none,clear,4276,5433,1157
8941436945bffff,89415cb4193ffff,105.783,21.0167,105.868,20.9946,19,true,Sat,true,false,9159.3,14336.7,high,false,none,clear,3122,4214,1092
89415cb4e43ffff,89415cb4d47ffff,105.8522,21.0286,105.8175,21.0023,8,true,Mon,false,false,4639.5,5077.2,severe,false,none,cloudy,1300,2598,1298
89414369647ffff,89414369617ffff,105.7828,21.0367,105.7787,21.0282,18,true,Wed,false,false,1036.5,1241.6,severe,false,none,fog,535,1928,1393
89415cb687bffff,89414369647ffff,105.8467,20.9719,105.7828,21.0367,20,false,Thu,false,false,9793.8,11610.8,medium,false,none,clear,1165,1053,-112
894143682c3ffff,89415cb4193ffff,105.7356,20.999,105.868,20.9946,16,false,Sun,true,false,13753.4,16501.1,high,false,none,clear,2889,3358,469
89415cb46afffff,89415cb4b0fffff,105.9035,21.0109,105.8037,21.0372,14,false,Wed,false,false,10763.4,18529.1,medium,false,none,clear,2007,1957,-50
89415cb4d47ffff,89415cb4b97ffff,105.8175,21.0023,105.8067,21.0238,11,false,Thu,false,false,2640.5,3473.5,medium,false,none,clear,393,408,15
89415cb4193ffff,89415cb4b97ffff,105.868,20.9946,105.8067,21.0238,15,false,Tue,false,false,7143.6,7913.4,low,false,none,clear,584,520,-64
89415cb4e43ffff,89415cb49afffff,105.8522,21.0286,105.7898,21.0093,22,false,Mon,false,true,6823.2,11997.8,low,false,none,clear,1016,1006,-10
89415cb684bffff,89415cb4ba3ffff,105.8558,20.9732,105.8005,21.0288,18,true,Sun,true,false,8436.7,10459.6,low,false,none,clear,792,1182,390
89415cb4e3bffff,89415cb5dc7ffff,105.8417,21.0247,105.8598,21.0422,6,false,Sat,true,true,2704.7,3129.8,medium,false,none,clear,439,540,101
89415cb49afffff,89415cb4b97ffff,105.7898,21.0093,105.8067,21.0238,9,false,Sat,true,false,2382.6,3112.6,medium,true,light,rain,414,474,60
89415cb4e43ffff,89414368657ffff,105.8522,21.0286,105.747,20.9881,18,true,Sun,true,false,11812.3,20025.3,medium,false,none,cloudy,2230,2672,442
89415cb4b97ffff,894143682c3ffff,105.8067,21.0238,105.7356,20.999,20,false,Sat,true,false,7878.7,11704.3,severe,true,very_heavy,storm,3841,5318,1477
89415cb4d47ffff,89415cb4987ffff,105.8175,21.0023,105.7991,21.0055,11,false,Wed,false,false,1942.9,2108.2,low,false,none,cloudy,203,118,-85
89415cb4cd7ffff,89415cb4e3bffff,105.846,20.998,105.8417,21.0247,12,false,Mon,false,false,3002.3,3845.1,high,false,none,cloudy,602,1019,417
89415cb4d5bffff,89415cb4d47ffff,105.8249,21.0049,105.8175,21.0023,17,true,Mon,false,false,820.8,953.4,severe,false,none,clear,377,1553,1176
89414369647ffff,89415cb4ba3ffff,105.7818,21.0379,105.8005,21.0288,4,false,Thu,false,false,2188.7,2365.3,low,false,none,clear,184,138,-46
89415cb4bc3ffff,89414369647ffff,105.814,21.0335,105.7828,21.0367,9,false,Wed,false,false,3257.6,3770.9,low,false,none,clear,272,254,-18
89415cb4193ffff,89415cb4e3bffff,105.868,20.9946,105.8417,21.0247,13,false,Wed,false,false,4319.2,5483.6,low,false,none,clear,494,320,-174
89414369647ffff,89415cb687bffff,105.7828,21.0367,105.8467,20.9719,8,true,Fri,false,false,9793.8,17055.2,severe,false,none,cloudy,5439,6996,1557
89414369617ffff,89414369647ffff,105.7787,21.0282,105.7818,21.0379,11,false,Wed,false,false,1125.6,1183.3,medium,true,heavy,rain,137,599,462
89414369647ffff,89415cb4d5bffff,105.7818,21.0379,105.8249,21.0049,10,false,Wed,false,false,5786,7596,high,false,none,clear,1112,1482,370
89415cb4d47ffff,89414369647ffff,105.8175,21.0023,105.7828,21.0367,21,false,Sat,true,false,5253.9,6869.1,medium,false,none,cloudy,764,783,19
89415cb4cd7ffff,8941436945bffff,105.846,20.998,105.783,21.0167,19,true,Fri,false,false,6862.3,9542.6,medium,false,none,clear,1003,1557,554
89415ca7123ffff,89415cb687bffff,105.8012,21.1188,105.8467,20.9719,23,false,Tue,false,false,17003.3,25661.9,high,false,none,cloudy,5940,6151,211
89415cb5db3ffff,89414369647ffff,105.851,21.0359,105.7828,21.0367,0,false,Tue,false,false,7078.6,8059.8,medium,false,none,clear,1095,931,-164
89414369647ffff,89415cb4cd7ffff,105.7818,21.0379,105.846,20.998,14,false,Sat,true,false,8005.6,13444.4,low,true,very_heavy,storm,999,1658,659
89415cb4987ffff,89415cb49afffff,105.7991,21.0055,105.7898,21.0093,22,false,Fri,false,false,1053.8,1187,low,false,none,cloudy,120,60,-60
89415cb687bffff,89415ca7123ffff,105.8467,20.9719,105.8012,21.1188,19,true,Mon,false,false,17003.3,22009.9,high,false,none,clear,4539,5511,972
89414368657ffff,89414369647ffff,105.747,20.9881,105.7818,21.0379,6,false,Sat,true,false,6611.5,8025.2,low,false,none,clear,693,665,-28
89414369647ffff,89415cb4e43ffff,105.7828,21.0367,105.8522,21.0286,17,true,Mon,false,false,7258.9,10852.3,high,false,none,clear,2555,3136,581
89415cb4b0fffff,89414368657ffff,105.8037,21.0372,105.747,20.9881,17,true,Sat,true,false,8027.9,10177.4,medium,false,none,clear,1098,1661,563
89414369647ffff,89415cb4e3bffff,105.7828,21.0367,105.8417,21.0247,13,false,Sat,true,false,6257,10943.6,medium,false,none,clear,1369,1497,128
89415cb4e3bffff,89415cb49afffff,105.8417,21.0247,105.7898,21.0093,1,false,Sun,true,false,5652.7,9866.1,medium,false,none,fog,1339,1315,-24
89415cb49afffff,8941436945bffff,105.7898,21.0093,105.783,21.0167,11,false,Sun,true,false,1084.1,1285.9,medium,true,light,rain,181,210,29
89415cb4d5bffff,89415cb4b0fffff,105.8249,21.0049,105.8037,21.0372,6,false,Mon,false,true,4212.1,5529.9,medium,false,none,clear,667,587,-80
89414369617ffff,89415cb4d47ffff,105.7787,21.0282,105.8175,21.0023,7,true,Wed,false,false,4951.2,6488.6,medium,false,none,clear,822,1273,451
89415cb4b0fffff,89415cb4ba3ffff,105.8037,21.0372,105.8005,21.0288,23,false,Thu,false,false,991.3,1154.6,high,false,none,cloudy,188,529,341
89415cb4b0fffff,89415cb5dc7ffff,105.8037,21.0372,105.8598,21.0422,9,false,Sun,true,false,5848.6,8321.6,high,false,none,cloudy,1970,2302,332
89415ca7123ffff,89415cb4e3bffff,105.8012,21.1188,105.8417,21.0247,21,false,Mon,false,false,11275.8,13337,high,false,none,clear,2655,3107,452
89414369617ffff,89415cb5dc7ffff,105.7787,21.0282,105.8598,21.0422,11,false,Sat,true,false,8559.7,10648.2,medium,false,none,clear,1181,1258,77
89414368657ffff,8941436945bffff,105.747,20.9881,105.783,21.0167,9,false,Wed,false,false,4907.1,6200.4,high,true,light,rain,887,1284,397
89415cb4e43ffff,89414369617ffff,105.8522,21.0286,105.7787,21.0282,15,false,Fri,false,false,7628.7,11080.4,low,false,none,clear,987,700,-287
89415ca7123ffff,89415cb4bc3ffff,105.8012,21.1188,105.814,21.0335,16,false,Thu,false,false,9577.5,14032.7,severe,false,none,clear,3540,4067,527
89415cb687bffff,89415cb4b0fffff,105.8467,20.9719,105.8037,21.0372,6,false,Mon,false,false,8523.3,13824.2,high,false,none,clear,2750,3138,388
894143682c3ffff,89415cb4193ffff,105.7356,20.999,105.868,20.9946,7,true,Mon,false,false,13753.4,16361.3,high,false,none,cloudy,2415,2925,510
89415cb687bffff,89415cb46afffff,105.8467,20.9719,105.9035,21.0109,9,false,Sat,true,false,7319.7,11824.2,low,false,none,clear,923,1008,85
89415cb4987ffff,89415cb4cd7ffff,105.7991,21.0055,105.846,20.998,15,false,Thu,false,false,4939.5,6396.6,medium,false,none,cloudy,827,874,47
89415cb4d47ffff,89415cb5dc7ffff,105.8175,21.0023,105.8598,21.0422,9,false,Tue,false,false,6241.8,10450.2,medium,false,none,cloudy,1463,1616,153
89415ca640bffff,89415cb49afffff,105.8127,21.0592,105.7898,21.0093,17,true,Fri,false,false,6036.2,7801.1,high,true,moderate,rain,1878,2840,962
89415cb687bffff,89415ca640bffff,105.8467,20.9719,105.8127,21.0592,7,true,Thu,false,false,10328.9,14676.7,medium,false,none,clear,2028,2511,483
89415cb46afffff,89415ca7123ffff,105.9035,21.0109,105.8012,21.1188,9,false,Sun,true,false,16019.7,19940.5,low,false,none,clear,1658,1596,-62
8941436945bffff,894143682c3ffff,105.783,21.0167,105.7356,20.999,16,false,Thu,false,false,5299.3,8236.5,low,false,none,fog,644,398,-246
89415cb687bffff,89415cb4bc3ffff,105.8467,20.9719,105.814,21.0335,16,false,Fri,false,false,7644.6,10960.1,medium,false,none,cloudy,1558,1419,-139
89415ca640bffff,89415cb5dc7ffff,105.8127,21.0592,105.8598,21.0422,15,false,Thu,false,true,5240.6,6820.3,low,false,none,cloudy,537,565,28
89415cb49afffff,89415cb4b97ffff,105.7898,21.0093,105.8067,21.0238,22,false,Fri,false,false,2382.6,3270.6,low,false,none,clear,313,225,-88
89415cb4a47ffff,89415cb4b97ffff,105.833,21.046,105.8067,21.0238,11,false,Sat,true,false,3680.2,4934.9,low,true,light,rain,432,526,94
89415cb4d5bffff,89414369647ffff,105.8249,21.0049,105.7818,21.0379,6,false,Thu,false,false,5786,6590.8,medium,true,moderate,rain,702,961,259
8941436945bffff,89415cb4193ffff,105.783,21.0167,105.868,20.9946,22,false,Sun,true,false,9159.3,14077.9,medium,false,none,clear,1551,1627,76
89415cb684bffff,89415cb4ba3ffff,105.8558,20.9732,105.8005,21.0288,9,false,Sat,true,false,8436.7,13608.3,high,false,none,clear,2219,2338,119
89415ca640bffff,89414369647ffff,105.8127,21.0592,105.7818,21.0379,9,false,Tue,false,false,3986.5,5160.9,low,false,none,cloudy,425,184,-241
89415cb46afffff,89415cb4b97ffff,105.9035,21.0109,105.8067,21.0238,15,false,Tue,false,false,10149.5,14731.2,medium,false,none,fog,1578,1756,178
89415cb49afffff,89415cb687bffff,105.7898,21.0093,105.8467,20.9719,10,false,Fri,false,false,7224.2,10136.7,medium,false,none,fog,1104,1240,136
89415cb4b97ffff,89415cb4ba3ffff,105.8067,21.0238,105.8005,21.0288,15,false,Fri,false,false,850.4,988.4,medium,true,moderate,rain,128,219,91
89415cb49afffff,89415cb5db3ffff,105.7898,21.0093,105.851,21.0359,18,true,Sat,true,false,7007,12187.8,high,false,none,fog,2450,3699,1249
89415cb4b97ffff,89414369647ffff,105.8067,21.0238,105.7828,21.0367,8,true,Sat,true,false,2865.4,3583.7,severe,false,none,cloudy,973,1668,695
89415cb4987ffff,89415cb5db3ffff,105.7991,21.0055,105.851,21.0359,12,false,Fri,false,false,6359.7,7844.6,medium,false,none,fog,869,886,17
89415cb4987ffff,89415cb5db3ffff,105.7991,21.0055,105.851,21.0359,16,false,Fri,false,false,6359.7,7008.3,high,false,none,clear,1381,2001,620
89415ca640bffff,89414369647ffff,105.8127,21.0592,105.7818,21.0379,17,true,Sat,true,false,3986.5,4366,high,true,moderate,rain,998,2415,1417
89415cb4cd7ffff,89415cb5dc7ffff,105.846,20.998,105.8598,21.0422,8,true,Sat,true,false,5119.3,6301.8,medium,false,none,clear,672,1143,471
89415cb684bffff,89414369647ffff,105.8558,20.9732,105.7818,21.0379,17,true,Tue,false,false,10524.5,17530.6,medium,false,none,cloudy,2345,2528,183
89415cb687bffff,89414368657ffff,105.8467,20.9719,105.747,20.9881,19,true,Fri,false,false,10506.8,14988.7,high,false,none,clear,2474,3127,653
89415cb4d5bffff,894143682c3ffff,105.8249,21.0049,105.7356,20.999,9,false,Sat,true,false,9293.2,11820.3,low,false,none,clear,1099,1005,-94
89415cb4b97ffff,894143682c3ffff,105.8067,21.0238,105.7356,20.999,14,false,Sat,true,false,7878.7,9018.8,medium,false,none,cloudy,1059,1169,110
89414368657ffff,89415cb4987ffff,105.747,20.9881,105.7991,21.0055,8,true,Sun,true,false,5744.2,7017.6,severe,false,none,fog,2091,3240,1149
89415cb4193ffff,89415cb46afffff,105.868,20.9946,105.9035,21.0109,9,false,Fri,false,false,4106.8,4549.6,medium,false,none,clear,489,617,128
89415ca640bffff,89415cb4ba3ffff,105.8127,21.0592,105.8005,21.0288,19,true,Mon,false,false,3609.7,4839.4,high,false,none,clear,748,1453,705
89415cb4e3bffff,89414368657ffff,105.8417,21.0247,105.747,20.9881,5,false,Sat,true,false,10639.5,12133.5,low,false,none,clear,1012,984,-28
89415cb4ba3ffff,8941436945bffff,105.8005,21.0288,105.783,21.0167,18,true,Sun,true,false,2260.4,2992,high,true,heavy,storm,587,2263,1676
89415cb46afffff,89415cb4987ffff,105.9035,21.0109,105.7991,21.0055,19,true,Wed,false,false,10853.7,15199,medium,true,moderate,rain,1924,2251,327
89415cb4987ffff,89414369647ffff,105.7991,21.0055,105.7818,21.0379,11,false,Fri,false,false,4025.4,4643.1,medium,false,none,clear,594,581,-13
894143682c3ffff,89415cb4d5bffff,105.7356,20.999,105.8249,21.0049,19,true,Fri,false,false,9293.2,10274.8,high,false,none,clear,2304,2933,629
89415cb46afffff,89415cb4d47ffff,105.9035,21.0109,105.8175,21.0023,8,true,Sat,true,false,8978.3,13181.9,medium,false,none,clear,1436,1445,9
89415cb4bc3ffff,89415cb46afffff,105.814,21.0335,105.9035,21.0109,15,false,Mon,false,false,9623.5,13178.7,medium,false,none,clear,1346,1396,50
89415cb5dc7ffff,89415cb684bffff,105.8598,21.0422,105.8558,20.9732,19,true,Sat,true,false,7683.7,8494.5,medium,false,none,clear,1156,1169,13
89415cb5db3ffff,89415cb4cd7ffff,105.851,21.0359,105.846,20.998,18,true,Sun,true,false,4246.1,4685.9,high,false,none,cloudy,1033,1708,675
89415cb5db3ffff,89414369617ffff,105.851,21.0359,105.7787,21.0282,9,false,Sun,true,false,7552.5,12824.1,low,false,none,cloudy,1021,732,-289
89415cb4b0fffff,89415cb4a47ffff,105.8037,21.0372,105.833,21.046,18,true,Sat,true,true,3194.3,4314.4,high,false,none,cloudy,660,1118,458
89415cb4b97ffff,8941436945bffff,105.8067,21.0238,105.783,21.0167,12,false,Thu,false,false,2583.5,3046.2,low,false,none,clear,242,60,-182
89415cb4987ffff,89414369647ffff,105.7991,21.0055,105.7818,21.0379,18,true,Wed,false,false,4025.4,5619.8,high,false,none,clear,952,1769,817
894143682c3ffff,89415ca7123ffff,105.7356,20.999,105.8012,21.1188,9,false,Fri,false,false,14959.6,25153,medium,false,none,clear,3402,3415,13
89415cb4bc3ffff,89415cb4987ffff,105.814,21.0335,105.7991,21.0055,19,true,Fri,false,false,3476.4,3993.8,high,false,none,cloudy,753,1375,622
89415cb5db3ffff,89415cb4b97ffff,105.851,21.0359,105.8067,21.0238,21,false,Mon,false,false,4790.7,5837.1,medium,false,none,clear,788,871,83
89415cb4cd7ffff,89415cb4b0fffff,105.846,20.998,105.8037,21.0372,18,true,Sun,true,false,6186.8,8180,severe,false,none,clear,2070,3249,1179
89415cb4193ffff,89415cb4a47ffff,105.868,20.9946,105.833,21.046,15,false,Tue,false,false,6772.3,12152.6,medium,false,none,cloudy,1403,1556,153
89415cb46afffff,89415cb49afffff,105.9035,21.0109,105.7898,21.0093,22,false,Mon,false,false,11803.7,20538.4,high,false,none,clear,3317,3796,479
89415cb4b0fffff,89414369647ffff,105.8037,21.0372,105.7818,21.0379,8,true,Sat,true,false,2274.2,2593.6,medium,false,none,cloudy,286,592,306
89415cb4b97ffff,89415cb684bffff,105.8067,21.0238,105.8558,20.9732,17,true,Mon,false,false,7591.9,9159.2,severe,true,moderate,rain,3952,5544,1592
8941436945bffff,89415ca640bffff,105.783,21.0167,105.8127,21.0592,7,true,Mon,false,false,5642.2,7503.9,medium,false,none,clear,1059,1117,58
89415cb4e3bffff,89415cb46afffff,105.8417,21.0247,105.9035,21.0109,20,false,Mon,false,false,6595.6,11702.8,medium,false,none,clear,1496,1500,4
89415ca640bffff,89415cb4b97ffff,105.8127,21.0592,105.8067,21.0238,17,true,Mon,false,false,3985.2,4787,severe,false,none,fog,1259,3059,1800
894143682c3ffff,89415cb4bc3ffff,105.7356,20.999,105.814,21.0335,17,true,Mon,false,false,8996.7,12521.1,high,false,none,clear,2413,3140,727
89415cb49afffff,89415cb46afffff,105.7898,21.0093,105.9035,21.0109,7,true,Mon,false,true,11803.7,13814.9,severe,true,moderate,rain,6122,7786,1664
89415cb4bc3ffff,89415cb4cd7ffff,105.814,21.0335,105.846,20.998,18,true,Mon,false,false,5159,7750.7,severe,true,very_heavy,rain,2818,4618,1800
89415cb684bffff,89415cb4cd7ffff,105.8558,20.9732,105.846,20.998,8,true,Tue,false,false,2939.3,3326.7,medium,false,none,cloudy,446,1003,557
89415cb4b0fffff,894143682c3ffff,105.8037,21.0372,105.7356,20.999,18,true,Mon,false,false,8246.6,13618.6,high,false,none,clear,2081,2918,837
89415cb4b0fffff,8941436945bffff,105.8037,21.0372,105.783,21.0167,12,false,Thu,false,false,3132.4,4355.3,low,false,none,clear,374,452,78
89415cb4d47ffff,894143682c3ffff,105.8175,21.0023,105.7356,20.999,18,true,Mon,false,false,8509.9,13985.3,high,false,none,cloudy,2898,3869,971
89415cb4b97ffff,89414369617ffff,105.8067,21.0238,105.7787,21.0282,10,false,Sat,true,false,2947.1,3606.7,low,false,none,clear,290,207,-83
89415cb4bc3ffff,89415cb4e3bffff,105.814,21.0335,105.8417,21.0247,22,false,Mon,false,false,3036.9,3429.3,medium,false,none,cloudy,427,290,-137
89415cb49afffff,89415cb46afffff,105.7898,21.0093,105.9035,21.0109,18,true,Sat,true,false,11803.7,18033.6,severe,false,none,clear,4870,5952,1082
89415cb5dc7ffff,89415cb4987ffff,105.8598,21.0422,105.7991,21.0055,7,true,Wed,false,false,7506.4,11744.5,high,false,none,cloudy,1801,2589,788
89415cb4ba3ffff,89415cb4b97ffff,105.8005,21.0288,105.8067,21.0238,7,true,Sat,true,false,850.4,1011.5,high,true,light,rain,175,1082,907
89414369647ffff,89415cb4193ffff,105.7828,21.0367,105.868,20.9946,20,false,Tue,false,false,10006.2,14248,high,true,heavy,rain,2098,3082,984
89415cb4cd7ffff,894143682c3ffff,105.846,20.998,105.7356,20.999,18,true,Sat,true,true,11461.2,15529.4,high,false,none,fog,2996,4593,1597
89415cb4b97ffff,89415cb4a47ffff,105.8067,21.0238,105.833,21.046,11,false,Thu,false,false,3680.2,4324.5,medium,false,none,fog,520,543,23
8941436945bffff,89415cb687bffff,105.783,21.0167,105.8467,20.9719,23,false,Sat,true,false,8279.3,10777.8,low,true,light,rain,1023,1211,188
89415cb687bffff,89415ca7123ffff,105.8467,20.9719,105.8012,21.1188,21,false,Sun,true,false,17003.3,24723.3,high,false,none,clear,4711,5088,377
89415cb4193ffff,8941436945bffff,105.868,20.9946,105.783,21.0167,16,false,Wed,false,false,9159.3,10855.5,medium,false,none,cloudy,1159,1210,51
89415cb4987ffff,89415cb5dc7ffff,105.7991,21.0055,105.8598,21.0422,8,true,Wed,false,false,7506.4,11466.4,severe,false,none,clear,2927,3889,962
89415cb684bffff,89415cb5db3ffff,105.8558,20.9732,105.851,21.0359,19,true,Wed,false,false,6989.7,11705.3,low,false,none,cloudy,1169,1650,481
89414369647ffff,89415cb4b97ffff,105.7818,21.0379,105.8067,21.0238,16,false,Fri,false,false,3022.7,3685.4,high,false,none,clear,877,1425,548
89415cb4987ffff,89415cb4a47ffff,105.7991,21.0055,105.833,21.046,6,false,Thu,false,false,5714.9,8500.9,low,false,none,clear,751,498,-253
89415cb4193ffff,89415cb4b97ffff,105.868,20.9946,105.8067,21.0238,12,false,Thu,false,false,7143.6,9824.7,medium,false,none,cloudy,1049,1223,174
89415cb4a47ffff,89415cb46afffff,105.833,21.046,105.9035,21.0109,9,false,Thu,false,false,8293,12314.9,low,false,none,cloudy,1185,1063,-122
89415cb46afffff,89415cb687bffff,105.9035,21.0109,105.8467,20.9719,14,false,Tue,false,false,7319.7,10614.6,high,true,moderate,rain,1732,1993,261
89415cb4b97ffff,89415ca7123ffff,105.8067,21.0238,105.8012,21.1188,0,false,Wed,false,false,10578.9,15930.5,medium,false,none,cloudy,1659,1839,180
89414368657ffff,89415cb4bc3ffff,105.747,20.9881,105.814,21.0335,20,false,Sun,true,true,8593.8,14666.2,high,false,none,clear,3235,3567,332
89415cb4b97ffff,89415cb4cd7ffff,105.8067,21.0238,105.846,20.998,21,false,Thu,false,false,4987.2,5578.2,high,false,none,fog,805,1045,240
8941436945bffff,89415cb5dc7ffff,105.783,21.0167,105.8598,21.0422,8,true,Mon,false,false,8460.3,14398.6,severe,true,light,rain,4605,5398,793
89414369617ffff,89415cb687bffff,105.7787,21.0282,105.8467,20.9719,19,true,Thu,false,false,9435.1,12009.3,medium,false,none,cloudy,1256,1339,83
89415cb4987ffff,89415ca7123ffff,105.7991,21.0055,105.8012,21.1188,21,false,Sun,true,false,12600.3,19012.1,medium,true,light,rain,2279,2274,-5
89415cb687bffff,89414369647ffff,105.8467,20.9719,105.7828,21.0367,18,true,Wed,false,true,9793.8,11724.3,high,true,light,rain,2293,3582,1289
8941436945bffff,89415cb49afffff,105.783,21.0167,105.7898,21.0093,16,false,Sun,true,false,1084.1,1165.3,medium,false,none,clear,130,60,-70
89414369647ffff,89415cb4ba3ffff,105.7818,21.0379,105.8005,21.0288,8,true,Wed,false,false,2188.7,2446.8,low,false,none,cloudy,189,448,259
89415cb4e3bffff,89415cb4987ffff,105.8417,21.0247,105.7991,21.0055,15,false,Thu,false,false,4910.3,6428.4,low,true,moderate,rain,604,835,231
89415cb4e43ffff,89415cb4d47ffff,105.8522,21.0286,105.8175,21.0023,8,true,Wed,false,false,4639.5,6488.1,high,false,none,cloudy,1086,1879,793
89415cb684bffff,894143682c3ffff,105.8558,20.9732,105.7356,20.999,21,false,Tue,false,false,12804.6,15553.7,medium,false,none,clear,2045,2009,-36
89415cb4e3bffff,89414368657ffff,105.8417,21.0247,105.747,20.9881,13,false,Sun,true,true,10639.5,15351.4,low,false,none,fog,1322,1123,-199
89414368657ffff,89415cb4d47ffff,105.747,20.9881,105.8175,21.0023,22,false,Sun,true,false,7487.2,11389.3,medium,true,light,rain,1626,1632,6
89414368657ffff,89415ca7123ffff,105.747,20.9881,105.8012,21.1188,16,false,Tue,false,false,15583.6,25710.8,high,false,none,clear,3889,4409,520
89415cb4e3bffff,89414369647ffff,105.8417,21.0247,105.7828,21.0367,9,false,Thu,false,false,6257,9132.7,medium,false,none,clear,990,971,-19
89415cb46afffff,89414369647ffff,105.9035,21.0109,105.7828,21.0367,8,true,Wed,false,false,12852.1,21648.3,high,false,none,clear,4609,4770,161
89415cb4e43ffff,8941436945bffff,105.8522,21.0286,105.783,21.0167,13,false,Thu,false,false,7303.4,8832.1,medium,false,none,cloudy,1038,978,-60
89415cb4a47ffff,89415cb687bffff,105.833,21.046,105.8467,20.9719,17,true,Sat,true,false,8361.4,12557.9,severe,false,none,clear,6105,6773,668
89415ca7123ffff,89414369647ffff,105.8012,21.1188,105.7828,21.0367,7,true,Tue,false,false,9326.6,12873.1,medium,false,none,clear,1294,1691,397
89415cb49afffff,89415cb684bffff,105.7898,21.0093,105.8558,20.9732,7,true,Fri,false,false,7941.1,10828.1,severe,false,none,cloudy,3046,4379,1333
89415ca640bffff,89415cb4cd7ffff,105.8127,21.0592,105.846,20.998,7,true,Mon,false,false,7632.5,8681.5,high,false,none,clear,1533,2519,986
89414369647ffff,89415cb4d47ffff,105.7828,21.0367,105.8175,21.0023,7,true,Sat,true,false,5253.9,7216.9,high,false,none,fog,1166,1857,691
89415cb4d47ffff,89414368657ffff,105.8175,21.0023,105.747,20.9881,10,false,Sat,true,false,7487.2,11234.1,medium,false,none,cloudy,1203,1233,30
89415cb4d47ffff,89415cb684bffff,105.8175,21.0023,105.8558,20.9732,19,true,Mon,false,false,5126.5,7311,high,false,none,cloudy,1266,2106,840
89414368657ffff,89415cb46afffff,105.747,20.9881,105.9035,21.0109,8,true,Thu,false,false,16442.9,19802.5,high,false,none,clear,3381,4009,628
89415cb5db3ffff,89415cb4a47ffff,105.851,21.0359,105.833,21.046,8,true,Fri,false,false,2179.7,2825.7,high,true,moderate,rain,557,1494,937
89415cb4bc3ffff,89414369647ffff,105.814,21.0335,105.7818,21.0379,17,true,Thu,false,false,3377.5,3777.7,low,true,moderate,rain,297,878,581
